194,dobry
127,człowiek
67,pies
55,PUSTE
35,dom
21,dzień
20,brzydki
19,niedobry
19,wściekły
18,humor
14,wilk
10,czlowiek
9,duch
8,gniew
7,bandyta
7,nastrój
7,wkurzony
6,uczynek
5,czas
4,demon
4,pomysł
4,Szatan
3,agresja
3,diabeł
3,ojciec
3,tata
3,zdenerwowany
3,złość
2,agresywny
2,bardzo
2,człwiek
2,czyn
2,dotyk
2,emocje
2,gorszy
2,grymas
2,"i dobry"
2,"jak pies"
2,kot
2,krol
2,ksiądz
2,los
2,nerwowy
2,omen
2,on
2,policjant
2,porucznik
2,sen
2,smutek
2,smutny
2,Tyrmand
2,zbrodniarz
2,zęby
1,anger
1,"astralny banan"
1,bobek
1,bog
1,bohater
1,Bóg
1,ból
1,brwi
1,chaotycznie
1,chaotyczny
1,charakter
1,chlrb
1,chłop
1,choroba
1,chumor
1,"chyba żartujecie że tu jest tyle pytań"
1,ciekawy
1,ciemno
1,cksj
1,"cz łowiek"
1,czarnoksiężnik
1,"czarny charakter"
1,czarownik
1,człowie
1,"Daleko jeszcze?"
1,dąb
1,dobruy
1,"dobry i brzydki"
1,dobty
1,drań
1,dziad
1,dzieciak
1,dzik
1,evil
1,fdn
1,furia
1,gniewny
1,gospodarz
1,groźny
1,humot
1,"i brzydki"
1,ja
1,jakby
1,kanarek
1,kawaler
1,kieł
1,klecha
1,kod
1,"kolega z siłowni"
1,kon
1,król
1,krzak
1,krzyk
1,ktos
1,lew
1,liberalizm
1,lord
1,"lub dobry"
1,mężczyzna
1,mikołaj
1,mina
1,mistrz
1,mocny
1,moment
1,morderca
1,morze
1,mroczny
1,"na siebie"
1,nastroj
1,nastrójk
1,nauczyciel
1,nawyk
1,"nie dobry"
1,niedorby
1,niemiły
1,niepewny
1,niepoprawny
1,niespokojny
1,niewłaściwy
1,noga
1,obrażony
1,ogier
1,okropny
1,osąd
1,osobnik
1,owoc
1,pacjent
1,pan
1,patrze
1,placz
1,płaczek
1,pochmurny
1,polak
1,pomarszczony
1,"pomys ł"
1,potwór
1,powód
1,problem
1,przykład
1,ptak
1,rodzic
1,rogi
1,ronić
1,rozpaczy
1,sąsiad
1,SDFG
1,słaby
1,smak
1,stan
1,stracony
1,szef
1,szpinak
1,tato
1,tortury
1,tron
1,tyran
1,vczłowiek
1,wąż
1,wkurzajacy
1,wrog
1,wrogi
1,wrzask
1,wsciekly
1,wszyscy
1,wściekłość
1,wybór
1,wyczyn
1,zamiar
1,zamiary
1,zlo
1,zła
1,złodziej
1,złośliwy
1,zmartwiony
1,zwierz
